16:29:23.389 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
16:29:52.962 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Utilities\DelegateUtility.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.962 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Utilities\HableCurve.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.962 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Utilities\HaltonSequence.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.965 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Utilities\MaterialQuality.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.965 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Utilities\ResourceReloader.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.965 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Utilities\SceneRenderPipeline.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.965 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Utilities\TextureCurve.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.965 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Utilities\TileLayoutUtils.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.965 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Utilities\XRUtils.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.965 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Utilities.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.965 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Volume\Volume.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.965 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Volume\VolumeComponent.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.965 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Volume\VolumeManager.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.965 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Volume\VolumeParameter.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.965 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Volume\VolumeProfile.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.966 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Volume\VolumeStack.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.966 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Volume.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.966 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\XR\XRGraphicsAutomatedTests.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.966 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\XR.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.966 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.966 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\ACES.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.966 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\API\D3D11.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.966 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\API\GLCore.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.966 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\API\GLES2.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.966 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\API\GLES3.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.966 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\API\Metal.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.966 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\API\Switch.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.966 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\API\Validate.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.967 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\API\Vulkan.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.967 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\API.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.967 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\AreaLighting.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.967 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\BC6H.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.967 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\BSDF.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.967 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\Color.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.967 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\Common.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.967 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\CommonDeprecated.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.967 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\CommonLighting.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.967 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\CommonMaterial.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.967 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\CommonShadow.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.967 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\Debug.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.968 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\DummyShaderLibrary.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.968 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\EntityLighting.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.968 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\Filtering.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.968 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\GeometricTools.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.968 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\GraniteShaderLibBase.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.968 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\ImageBasedLighting.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.968 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\Macros.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.968 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\NormalSurfaceGradient.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.968 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\Packing.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.968 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\ParallaxMapping.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.968 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\PerPixelDisplacement.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.968 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\PhysicalCamera.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.968 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\Random.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.968 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\Refraction.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.968 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\Sampling\Fibonacci.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.968 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\Sampling\Hammersley.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.968 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\Sampling\SampleUVMapping.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.968 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\ShaderLibrary\Sampling\SampleUVMappingInternal.hlsl.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
